id	knockdown_method	target	cell	cell_type	db	platform	rep	sign
shRNA.GTF2F1.HepG2.Liver_Cell_line.ENCODE.ENCSR295XKC.c1	shRNA	GTF2F1	HepG2	Liver_Cell_line	ENCODE	ENCSR295XKC	c1	1
shRNA.GTF2F1.HepG2.Liver_Cell_line.ENCODE.ENCSR295XKC.c2	shRNA	GTF2F1	HepG2	Liver_Cell_line	ENCODE	ENCSR295XKC	c2	1
siRNA.ZFX.MCF7.Mammary_Cell_line.ENCODE.ENCSR005AHI.k1	siRNA	ZFX	MCF7	Mammary_Cell_line	ENCODE	ENCSR005AHI	k1	-1
siRNA.ZFX.MCF7.Mammary_Cell_line.ENCODE.ENCSR005AHI.k2	siRNA	ZFX	MCF7	Mammary_Cell_line	ENCODE	ENCSR005AHI	k2	-1
siRNA.ZFX.MCF7.Mammary_Cell_line.ENCODE.ENCSR005AHI.k3	siRNA	ZFX	MCF7	Mammary_Cell_line	ENCODE	ENCSR005AHI	k3	-1
siRNA.ZFX.MCF7.Mammary_Cell_line.ENCODE.ENCSR005AHI.c1	siRNA	ZFX	MCF7	Mammary_Cell_line	ENCODE	ENCSR005AHI	c1	1
siRNA.ZFX.MCF7.Mammary_Cell_line.ENCODE.ENCSR005AHI.c2	siRNA	ZFX	MCF7	Mammary_Cell_line	ENCODE	ENCSR005AHI	c2	1
siRNA.ZFX.MCF7.Mammary_Cell_line.ENCODE.ENCSR005AHI.c3	siRNA	ZFX	MCF7	Mammary_Cell_line	ENCODE	ENCSR005AHI	c3	1
siRNA.MXI1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR631RKH.k1	siRNA	MXI1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR631RKH	k1	-1
siRNA.MXI1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR631RKH.k2	siRNA	MXI1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR631RKH	k2	-1
siRNA.MXI1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR631RKH.c1	siRNA	MXI1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR631RKH	c1	1
siRNA.MXI1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR631RKH.c2	siRNA	MXI1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR631RKH	c2	1
CRISPRi.MXD3.K562.Haematopoietic_Cell_line.ENCODE.ENCSR104JMN.k1	CRISPRi	MXD3	K562	Haematopoietic_Cell_line	ENCODE	ENCSR104JMN	k1	-1
CRISPRi.MXD3.K562.Haematopoietic_Cell_line.ENCODE.ENCSR104JMN.k2	CRISPRi	MXD3	K562	Haematopoietic_Cell_line	ENCODE	ENCSR104JMN	k2	-1
CRISPRi.MXD3.K562.Haematopoietic_Cell_line.ENCODE.ENCSR104JMN.c1	CRISPRi	MXD3	K562	Haematopoietic_Cell_line	ENCODE	ENCSR104JMN	c1	1
CRISPRi.MXD3.K562.Haematopoietic_Cell_line.ENCODE.ENCSR104JMN.c2	CRISPRi	MXD3	K562	Haematopoietic_Cell_line	ENCODE	ENCSR104JMN	c2	1
CRISPRi.RELA.K562.Haematopoietic_Cell_line.ENCODE.ENCSR052ZPX.k1	CRISPRi	RELA	K562	Haematopoietic_Cell_line	ENCODE	ENCSR052ZPX	k1	-1
CRISPRi.RELA.K562.Haematopoietic_Cell_line.ENCODE.ENCSR052ZPX.k2	CRISPRi	RELA	K562	Haematopoietic_Cell_line	ENCODE	ENCSR052ZPX	k2	-1
CRISPRi.RELA.K562.Haematopoietic_Cell_line.ENCODE.ENCSR052ZPX.c1	CRISPRi	RELA	K562	Haematopoietic_Cell_line	ENCODE	ENCSR052ZPX	c1	1
CRISPRi.RELA.K562.Haematopoietic_Cell_line.ENCODE.ENCSR052ZPX.c2	CRISPRi	RELA	K562	Haematopoietic_Cell_line	ENCODE	ENCSR052ZPX	c2	1
siRNA.MAX.K562.Haematopoietic_Cell_line.ENCODE.ENCSR675SDG.k1	siRNA	MAX	K562	Haematopoietic_Cell_line	ENCODE	ENCSR675SDG	k1	-1
siRNA.MAX.K562.Haematopoietic_Cell_line.ENCODE.ENCSR675SDG.k2	siRNA	MAX	K562	Haematopoietic_Cell_line	ENCODE	ENCSR675SDG	k2	-1
siRNA.MAX.K562.Haematopoietic_Cell_line.ENCODE.ENCSR675SDG.c1	siRNA	MAX	K562	Haematopoietic_Cell_line	ENCODE	ENCSR675SDG	c1	1
siRNA.MAX.K562.Haematopoietic_Cell_line.ENCODE.ENCSR675SDG.c2	siRNA	MAX	K562	Haematopoietic_Cell_line	ENCODE	ENCSR675SDG	c2	1
shRNA.HNRNPUL1.HepG2.Liver_Cell_line.ENCODE.ENCSR689ZJC.k1	shRNA	HNRNPUL1	HepG2	Liver_Cell_line	ENCODE	ENCSR689ZJC	k1	-1
shRNA.HNRNPUL1.HepG2.Liver_Cell_line.ENCODE.ENCSR689ZJC.k2	shRNA	HNRNPUL1	HepG2	Liver_Cell_line	ENCODE	ENCSR689ZJC	k2	-1
shRNA.HNRNPUL1.HepG2.Liver_Cell_line.ENCODE.ENCSR689ZJC.c1	shRNA	HNRNPUL1	HepG2	Liver_Cell_line	ENCODE	ENCSR689ZJC	c1	1
shRNA.HNRNPUL1.HepG2.Liver_Cell_line.ENCODE.ENCSR689ZJC.c2	shRNA	HNRNPUL1	HepG2	Liver_Cell_line	ENCODE	ENCSR689ZJC	c2	1
shRNA.SRSF9.HepG2.Liver_Cell_line.ENCODE.ENCSR597XHH.k1	shRNA	SRSF9	HepG2	Liver_Cell_line	ENCODE	ENCSR597XHH	k1	-1
shRNA.SRSF9.HepG2.Liver_Cell_line.ENCODE.ENCSR597XHH.k2	shRNA	SRSF9	HepG2	Liver_Cell_line	ENCODE	ENCSR597XHH	k2	-1
shRNA.SRSF9.HepG2.Liver_Cell_line.ENCODE.ENCSR597XHH.c1	shRNA	SRSF9	HepG2	Liver_Cell_line	ENCODE	ENCSR597XHH	c1	1
shRNA.SRSF9.HepG2.Liver_Cell_line.ENCODE.ENCSR597XHH.c2	shRNA	SRSF9	HepG2	Liver_Cell_line	ENCODE	ENCSR597XHH	c2	1
shRNA.PTBP1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR239BCO.k1	shRNA	PTBP1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR239BCO	k1	-1
shRNA.PTBP1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR239BCO.k2	shRNA	PTBP1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR239BCO	k2	-1
shRNA.PTBP1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR239BCO.c1	shRNA	PTBP1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR239BCO	c1	1
shRNA.PTBP1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR239BCO.c2	shRNA	PTBP1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR239BCO	c2	1
shRNA.TARDBP.K562.Haematopoietic_Cell_line.ENCODE.ENCSR455TNF.k1	shRNA	TARDBP	K562	Haematopoietic_Cell_line	ENCODE	ENCSR455TNF	k1	-1
shRNA.TARDBP.K562.Haematopoietic_Cell_line.ENCODE.ENCSR455TNF.k2	shRNA	TARDBP	K562	Haematopoietic_Cell_line	ENCODE	ENCSR455TNF	k2	-1
shRNA.TARDBP.K562.Haematopoietic_Cell_line.ENCODE.ENCSR455TNF.c1	shRNA	TARDBP	K562	Haematopoietic_Cell_line	ENCODE	ENCSR455TNF	c1	1
shRNA.TARDBP.K562.Haematopoietic_Cell_line.ENCODE.ENCSR455TNF.c2	shRNA	TARDBP	K562	Haematopoietic_Cell_line	ENCODE	ENCSR455TNF	c2	1
CRISPRi.TEAD2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR074FBG.k1	CRISPRi	TEAD2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR074FBG	k1	-1
CRISPRi.TEAD2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR074FBG.k2	CRISPRi	TEAD2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR074FBG	k2	-1
CRISPRi.TEAD2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR074FBG.c1	CRISPRi	TEAD2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR074FBG	c1	1
CRISPRi.TEAD2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR074FBG.c2	CRISPRi	TEAD2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR074FBG	c2	1
shRNA.SRSF9.K562.Haematopoietic_Cell_line.ENCODE.ENCSR113HRG.k1	shRNA	SRSF9	K562	Haematopoietic_Cell_line	ENCODE	ENCSR113HRG	k1	-1
shRNA.SRSF9.K562.Haematopoietic_Cell_line.ENCODE.ENCSR113HRG.k2	shRNA	SRSF9	K562	Haematopoietic_Cell_line	ENCODE	ENCSR113HRG	k2	-1
shRNA.SRSF9.K562.Haematopoietic_Cell_line.ENCODE.ENCSR113HRG.c1	shRNA	SRSF9	K562	Haematopoietic_Cell_line	ENCODE	ENCSR113HRG	c1	1
shRNA.SRSF9.K562.Haematopoietic_Cell_line.ENCODE.ENCSR113HRG.c2	shRNA	SRSF9	K562	Haematopoietic_Cell_line	ENCODE	ENCSR113HRG	c2	1
shRNA.GTF2F1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR188IPO.k1	shRNA	GTF2F1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR188IPO	k1	-1
shRNA.GTF2F1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR188IPO.k2	shRNA	GTF2F1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR188IPO	k2	-1
shRNA.GTF2F1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR188IPO.c1	shRNA	GTF2F1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR188IPO	c1	1
shRNA.GTF2F1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR188IPO.c2	shRNA	GTF2F1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR188IPO	c2	1
CRISPRi.NFYB.K562.Haematopoietic_Cell_line.ENCODE.ENCSR171KMM.k1	CRISPRi	NFYB	K562	Haematopoietic_Cell_line	ENCODE	ENCSR171KMM	k1	-1
CRISPRi.NFYB.K562.Haematopoietic_Cell_line.ENCODE.ENCSR171KMM.k2	CRISPRi	NFYB	K562	Haematopoietic_Cell_line	ENCODE	ENCSR171KMM	k2	-1
CRISPRi.NFYB.K562.Haematopoietic_Cell_line.ENCODE.ENCSR171KMM.k3	CRISPRi	NFYB	K562	Haematopoietic_Cell_line	ENCODE	ENCSR171KMM	k3	-1
CRISPRi.NFYB.K562.Haematopoietic_Cell_line.ENCODE.ENCSR171KMM.k4	CRISPRi	NFYB	K562	Haematopoietic_Cell_line	ENCODE	ENCSR171KMM	k4	-1
CRISPRi.NFYB.K562.Haematopoietic_Cell_line.ENCODE.ENCSR171KMM.c1	CRISPRi	NFYB	K562	Haematopoietic_Cell_line	ENCODE	ENCSR171KMM	c1	1
CRISPRi.NFYB.K562.Haematopoietic_Cell_line.ENCODE.ENCSR171KMM.c2	CRISPRi	NFYB	K562	Haematopoietic_Cell_line	ENCODE	ENCSR171KMM	c2	1
CRISPRi.MEIS2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR733TFF.k1	CRISPRi	MEIS2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR733TFF	k1	-1
CRISPRi.MEIS2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR733TFF.k2	CRISPRi	MEIS2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR733TFF	k2	-1
CRISPRi.MEIS2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR733TFF.c1	CRISPRi	MEIS2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR733TFF	c1	1
CRISPRi.MEIS2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR733TFF.c2	CRISPRi	MEIS2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR733TFF	c2	1
siRNA.CHD2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR261IHP.k1	siRNA	CHD2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR261IHP	k1	-1
siRNA.CHD2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR261IHP.k2	siRNA	CHD2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR261IHP	k2	-1
siRNA.CHD2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR261IHP.c1	siRNA	CHD2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR261IHP	c1	1
shRNA.U2AF2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR904CJQ.k1	shRNA	U2AF2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR904CJQ	k1	-1
shRNA.U2AF2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR904CJQ.k2	shRNA	U2AF2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR904CJQ	k2	-1
shRNA.U2AF2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR904CJQ.c1	shRNA	U2AF2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR904CJQ	c1	1
shRNA.U2AF2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR904CJQ.c2	shRNA	U2AF2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR904CJQ	c2	1
siRNA.CTCF.K562.Haematopoietic_Cell_line.ENCODE.ENCSR067CAG.k1	siRNA	CTCF	K562	Haematopoietic_Cell_line	ENCODE	ENCSR067CAG	k1	-1
siRNA.CTCF.K562.Haematopoietic_Cell_line.ENCODE.ENCSR067CAG.k2	siRNA	CTCF	K562	Haematopoietic_Cell_line	ENCODE	ENCSR067CAG	k2	-1
siRNA.CTCF.K562.Haematopoietic_Cell_line.ENCODE.ENCSR067CAG.c1	siRNA	CTCF	K562	Haematopoietic_Cell_line	ENCODE	ENCSR067CAG	c1	1
siRNA.CTCF.K562.Haematopoietic_Cell_line.ENCODE.ENCSR067CAG.c2	siRNA	CTCF	K562	Haematopoietic_Cell_line	ENCODE	ENCSR067CAG	c2	1
CRISPRi.TARDBP.K562.Haematopoietic_Cell_line.ENCODE.ENCSR731XIE.k1	CRISPRi	TARDBP	K562	Haematopoietic_Cell_line	ENCODE	ENCSR731XIE	k1	-1
CRISPRi.TARDBP.K562.Haematopoietic_Cell_line.ENCODE.ENCSR731XIE.k2	CRISPRi	TARDBP	K562	Haematopoietic_Cell_line	ENCODE	ENCSR731XIE	k2	-1
CRISPRi.TARDBP.K562.Haematopoietic_Cell_line.ENCODE.ENCSR731XIE.c1	CRISPRi	TARDBP	K562	Haematopoietic_Cell_line	ENCODE	ENCSR731XIE	c1	1
CRISPRi.TARDBP.K562.Haematopoietic_Cell_line.ENCODE.ENCSR731XIE.c2	CRISPRi	TARDBP	K562	Haematopoietic_Cell_line	ENCODE	ENCSR731XIE	c2	1
shRNA.SRSF7.K562.Haematopoietic_Cell_line.ENCODE.ENCSR464ADT.k1	shRNA	SRSF7	K562	Haematopoietic_Cell_line	ENCODE	ENCSR464ADT	k1	-1
shRNA.SRSF7.K562.Haematopoietic_Cell_line.ENCODE.ENCSR464ADT.k2	shRNA	SRSF7	K562	Haematopoietic_Cell_line	ENCODE	ENCSR464ADT	k2	-1
shRNA.SRSF7.K562.Haematopoietic_Cell_line.ENCODE.ENCSR464ADT.c1	shRNA	SRSF7	K562	Haematopoietic_Cell_line	ENCODE	ENCSR464ADT	c1	1
shRNA.SRSF7.K562.Haematopoietic_Cell_line.ENCODE.ENCSR464ADT.c2	shRNA	SRSF7	K562	Haematopoietic_Cell_line	ENCODE	ENCSR464ADT	c2	1
shRNA.U2AF2.HepG2.Liver_Cell_line.ENCODE.ENCSR622MCX.k1	shRNA	U2AF2	HepG2	Liver_Cell_line	ENCODE	ENCSR622MCX	k1	-1
shRNA.U2AF2.HepG2.Liver_Cell_line.ENCODE.ENCSR622MCX.k2	shRNA	U2AF2	HepG2	Liver_Cell_line	ENCODE	ENCSR622MCX	k2	-1
shRNA.U2AF2.HepG2.Liver_Cell_line.ENCODE.ENCSR622MCX.c1	shRNA	U2AF2	HepG2	Liver_Cell_line	ENCODE	ENCSR622MCX	c1	1
shRNA.U2AF2.HepG2.Liver_Cell_line.ENCODE.ENCSR622MCX.c2	shRNA	U2AF2	HepG2	Liver_Cell_line	ENCODE	ENCSR622MCX	c2	1
CRISPRi.RFX5.K562.Haematopoietic_Cell_line.ENCODE.ENCSR619EYC.k1	CRISPRi	RFX5	K562	Haematopoietic_Cell_line	ENCODE	ENCSR619EYC	k1	-1
CRISPRi.RFX5.K562.Haematopoietic_Cell_line.ENCODE.ENCSR619EYC.k2	CRISPRi	RFX5	K562	Haematopoietic_Cell_line	ENCODE	ENCSR619EYC	k2	-1
CRISPRi.RFX5.K562.Haematopoietic_Cell_line.ENCODE.ENCSR619EYC.c1	CRISPRi	RFX5	K562	Haematopoietic_Cell_line	ENCODE	ENCSR619EYC	c1	1
CRISPRi.RFX5.K562.Haematopoietic_Cell_line.ENCODE.ENCSR619EYC.c2	CRISPRi	RFX5	K562	Haematopoietic_Cell_line	ENCODE	ENCSR619EYC	c2	1
shRNA.FIP1L1.HepG2.Liver_Cell_line.ENCODE.ENCSR116QBU.k1	shRNA	FIP1L1	HepG2	Liver_Cell_line	ENCODE	ENCSR116QBU	k1	-1
shRNA.FIP1L1.HepG2.Liver_Cell_line.ENCODE.ENCSR116QBU.k2	shRNA	FIP1L1	HepG2	Liver_Cell_line	ENCODE	ENCSR116QBU	k2	-1
shRNA.FIP1L1.HepG2.Liver_Cell_line.ENCODE.ENCSR116QBU.c1	shRNA	FIP1L1	HepG2	Liver_Cell_line	ENCODE	ENCSR116QBU	c1	1
shRNA.FIP1L1.HepG2.Liver_Cell_line.ENCODE.ENCSR116QBU.c2	shRNA	FIP1L1	HepG2	Liver_Cell_line	ENCODE	ENCSR116QBU	c2	1
shRNA.PCBP2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR648QFY.k1	shRNA	PCBP2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR648QFY	k1	-1
shRNA.PCBP2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR648QFY.k2	shRNA	PCBP2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR648QFY	k2	-1
shRNA.PCBP2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR648QFY.c1	shRNA	PCBP2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR648QFY	c1	1
shRNA.PCBP2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR648QFY.c2	shRNA	PCBP2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR648QFY	c2	1
shRNA.CEBPZ.HepG2.Liver_Cell_line.ENCODE.ENCSR929PXS.k1	shRNA	CEBPZ	HepG2	Liver_Cell_line	ENCODE	ENCSR929PXS	k1	-1
shRNA.CEBPZ.HepG2.Liver_Cell_line.ENCODE.ENCSR929PXS.c1	shRNA	CEBPZ	HepG2	Liver_Cell_line	ENCODE	ENCSR929PXS	c1	1
shRNA.CEBPZ.HepG2.Liver_Cell_line.ENCODE.ENCSR929PXS.c2	shRNA	CEBPZ	HepG2	Liver_Cell_line	ENCODE	ENCSR929PXS	c2	1
shRNA.RBM39.HepG2.Liver_Cell_line.ENCODE.ENCSR760EGM.k1	shRNA	RBM39	HepG2	Liver_Cell_line	ENCODE	ENCSR760EGM	k1	-1
shRNA.RBM39.HepG2.Liver_Cell_line.ENCODE.ENCSR760EGM.k2	shRNA	RBM39	HepG2	Liver_Cell_line	ENCODE	ENCSR760EGM	k2	-1
shRNA.RBM39.HepG2.Liver_Cell_line.ENCODE.ENCSR760EGM.c1	shRNA	RBM39	HepG2	Liver_Cell_line	ENCODE	ENCSR760EGM	c1	1
shRNA.RBM39.HepG2.Liver_Cell_line.ENCODE.ENCSR760EGM.c2	shRNA	RBM39	HepG2	Liver_Cell_line	ENCODE	ENCSR760EGM	c2	1
shRNA.RBM17.HepG2.Liver_Cell_line.ENCODE.ENCSR385TMY.k1	shRNA	RBM17	HepG2	Liver_Cell_line	ENCODE	ENCSR385TMY	k1	-1
shRNA.RBM17.HepG2.Liver_Cell_line.ENCODE.ENCSR385TMY.k2	shRNA	RBM17	HepG2	Liver_Cell_line	ENCODE	ENCSR385TMY	k2	-1
shRNA.RBM17.HepG2.Liver_Cell_line.ENCODE.ENCSR385TMY.c1	shRNA	RBM17	HepG2	Liver_Cell_line	ENCODE	ENCSR385TMY	c1	1
shRNA.RBM17.HepG2.Liver_Cell_line.ENCODE.ENCSR385TMY.c2	shRNA	RBM17	HepG2	Liver_Cell_line	ENCODE	ENCSR385TMY	c2	1
CRISPRi.TFDP1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR552HTC.k1	CRISPRi	TFDP1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR552HTC	k1	-1
CRISPRi.TFDP1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR552HTC.k2	CRISPRi	TFDP1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR552HTC	k2	-1
CRISPRi.TFDP1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR552HTC.c1	CRISPRi	TFDP1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR552HTC	c1	1
CRISPRi.TFDP1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR552HTC.c2	CRISPRi	TFDP1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR552HTC	c2	1
CRISPRi.JUND.K562.Haematopoietic_Cell_line.ENCODE.ENCSR389OCD.k1	CRISPRi	JUND	K562	Haematopoietic_Cell_line	ENCODE	ENCSR389OCD	k1	-1
CRISPRi.JUND.K562.Haematopoietic_Cell_line.ENCODE.ENCSR389OCD.k2	CRISPRi	JUND	K562	Haematopoietic_Cell_line	ENCODE	ENCSR389OCD	k2	-1
CRISPRi.JUND.K562.Haematopoietic_Cell_line.ENCODE.ENCSR389OCD.c1	CRISPRi	JUND	K562	Haematopoietic_Cell_line	ENCODE	ENCSR389OCD	c1	1
CRISPRi.JUND.K562.Haematopoietic_Cell_line.ENCODE.ENCSR389OCD.c2	CRISPRi	JUND	K562	Haematopoietic_Cell_line	ENCODE	ENCSR389OCD	c2	1
CRISPRi.FOXK2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR773VKE.k1	CRISPRi	FOXK2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR773VKE	k1	-1
CRISPRi.FOXK2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR773VKE.k2	CRISPRi	FOXK2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR773VKE	k2	-1
CRISPRi.FOXK2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR773VKE.c1	CRISPRi	FOXK2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR773VKE	c1	1
CRISPRi.FOXK2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR773VKE.c2	CRISPRi	FOXK2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR773VKE	c2	1
CRISPRi.STAT6.K562.Haematopoietic_Cell_line.ENCODE.ENCSR024HAR.k1	CRISPRi	STAT6	K562	Haematopoietic_Cell_line	ENCODE	ENCSR024HAR	k1	-1
CRISPRi.STAT6.K562.Haematopoietic_Cell_line.ENCODE.ENCSR024HAR.k2	CRISPRi	STAT6	K562	Haematopoietic_Cell_line	ENCODE	ENCSR024HAR	k2	-1
CRISPRi.STAT6.K562.Haematopoietic_Cell_line.ENCODE.ENCSR024HAR.c1	CRISPRi	STAT6	K562	Haematopoietic_Cell_line	ENCODE	ENCSR024HAR	c1	1
CRISPRi.STAT6.K562.Haematopoietic_Cell_line.ENCODE.ENCSR024HAR.c2	CRISPRi	STAT6	K562	Haematopoietic_Cell_line	ENCODE	ENCSR024HAR	c2	1
CRISPRi.STAT1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR184VVN.k1	CRISPRi	STAT1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR184VVN	k1	-1
CRISPRi.STAT1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR184VVN.k2	CRISPRi	STAT1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR184VVN	k2	-1
CRISPRi.STAT1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR184VVN.c1	CRISPRi	STAT1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR184VVN	c1	1
CRISPRi.STAT1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR184VVN.c2	CRISPRi	STAT1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR184VVN	c2	1
shRNA.SUB1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR047AJA.k1	shRNA	SUB1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR047AJA	k1	-1
shRNA.SUB1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR047AJA.k2	shRNA	SUB1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR047AJA	k2	-1
shRNA.SUB1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR047AJA.c1	shRNA	SUB1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR047AJA	c1	1
shRNA.SUB1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR047AJA.c2	shRNA	SUB1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR047AJA	c2	1
siRNA.TBL1XR1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR989NEA.k1	siRNA	TBL1XR1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR989NEA	k1	-1
siRNA.TBL1XR1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR989NEA.k2	siRNA	TBL1XR1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR989NEA	k2	-1
siRNA.TBL1XR1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR989NEA.c1	siRNA	TBL1XR1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR989NEA	c1	1
siRNA.TBL1XR1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR989NEA.c2	siRNA	TBL1XR1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR989NEA	c2	1
shRNA.RBM34.K562.Haematopoietic_Cell_line.ENCODE.ENCSR560AYQ.k1	shRNA	RBM34	K562	Haematopoietic_Cell_line	ENCODE	ENCSR560AYQ	k1	-1
shRNA.RBM34.K562.Haematopoietic_Cell_line.ENCODE.ENCSR560AYQ.k2	shRNA	RBM34	K562	Haematopoietic_Cell_line	ENCODE	ENCSR560AYQ	k2	-1
shRNA.RBM34.K562.Haematopoietic_Cell_line.ENCODE.ENCSR560AYQ.c1	shRNA	RBM34	K562	Haematopoietic_Cell_line	ENCODE	ENCSR560AYQ	c1	1
shRNA.RBM34.K562.Haematopoietic_Cell_line.ENCODE.ENCSR560AYQ.c2	shRNA	RBM34	K562	Haematopoietic_Cell_line	ENCODE	ENCSR560AYQ	c2	1
CRISPRi.SP1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR650QAK.k1	CRISPRi	SP1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR650QAK	k1	-1
CRISPRi.SP1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR650QAK.k2	CRISPRi	SP1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR650QAK	k2	-1
CRISPRi.SP1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR650QAK.k3	CRISPRi	SP1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR650QAK	k3	-1
CRISPRi.SP1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR650QAK.c1	CRISPRi	SP1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR650QAK	c1	1
